PumpId,month,MeasurementDate,year,TAN,WaterContentPct,ImpuritiesPct,FlashPointC,MeanVibration,MeanOilTemp,OperatingHours,is_forecast
1,1,2026-05-03 12:55:00.119891+00:00,2026,0.047159999999999994,0.042,0.17428,208.4350069026693,2.157,77.32,14954.0,True
1,2,2026-06-02 12:55:00.119891+00:00,2026,0.05251,0.044,0.24484,194.87558921396783,2.173,78.02,15654.0,True
1,3,2026-07-02 12:55:00.119891+00:00,2026,0.05777,0.046,0.31679999999999997,200.44474896986404,2.19,78.54,16354.0,True
1,4,2026-08-01 12:55:00.119891+00:00,2026,0.062875,0.048,0.3901199999999999,197.64034189896122,2.207,78.75,17054.0,True
1,5,2026-08-31 12:55:00.119891+00:00,2026,0.06779500000000001,0.05,0.46459999999999996,196.91744491597223,2.223,78.59,17754.0,True
1,6,2026-09-30 12:55:00.119891+00:00,2026,0.07256,0.052000000000000005,0.5406,196.17408352841187,2.24,78.12,18454.0,True
1,7,2026-10-30 12:55:00.119891+00:00,2026,0.077235,0.056916666666666664,0.6179600000000001,200.240559342766,2.257,77.47,19154.0,True
1,8,2026-11-29 12:55:00.119891+00:00,2026,0.08191000000000001,0.059333333333333335,0.69636,195.13150657840202,2.273,76.82,19854.0,True
1,9,2026-12-29 12:55:00.119891+00:00,2026,0.08668,0.06175,0.7764,191.6604261708039,2.29,76.36,20554.0,True
1,10,2027-01-28 12:55:00.119891+00:00,2027,0.0916,0.06416666666666666,0.8578,194.07146191340829,2.307,76.2,21254.0,True
1,11,2027-02-27 12:55:00.119891+00:00,2027,0.09670499999999999,0.06658333333333333,0.94012,192.42781482059348,2.323,76.41,21954.0,True
1,12,2027-03-29 12:55:00.119891+00:00,2027,0.10196,0.069,1.0242,187.24258204542733,2.34,76.92,22654.0,True
1,13,2027-04-28 12:55:00.119891+00:00,2027,0.10731,0.066,1.10964,186.61968456022083,2.357,77.62,23354.0,True
1,14,2027-05-28 12:55:00.119891+00:00,2027,0.11266000000000001,0.068,1.19588,187.02579365287335,2.373,78.32,24054.0,True
1,15,2027-06-27 12:55:00.119891+00:00,2027,0.11792,0.07,1.2839999999999998,184.0733376385408,2.39,78.84,24754.0,True
1,16,2027-07-27 12:55:00.119891+00:00,2027,0.123025,0.07200000000000001,1.3734799999999998,187.47600224440222,2.407,79.05,25454.0,True
1,17,2027-08-26 12:55:00.119891+00:00,2027,0.127945,0.07400000000000001,1.46364,179.12289795989227,2.423,78.89,26154.0,True
1,18,2027-09-25 12:55:00.119891+00:00,2027,0.13271,0.07600000000000001,1.5557999999999998,187.30639388049093,2.44,78.42,26854.0,True
1,19,2027-10-25 12:55:00.119891+00:00,2027,0.137385,0.078,1.6493199999999997,186.69213852526022,2.457,77.77,27554.0,True
1,20,2027-11-24 12:55:00.119891+00:00,2027,0.14206000000000002,0.08,1.7433999999999998,174.78883059658932,2.473,77.12,28254.0,True
1,21,2027-12-24 12:55:00.119891+00:00,2027,0.14683000000000002,0.082,1.8396000000000001,181.52332698065962,2.49,76.66,28954.0,True
1,22,2028-01-23 12:55:00.119891+00:00,2028,0.15175000000000002,0.08399999999999999,1.9309999999999998,175.81868945227438,2.5,76.5,29654.0,True
1,23,2028-02-22 12:55:00.119891+00:00,2028,0.15685500000000002,0.086,2.0,175.49712963233475,2.5,76.71,30354.0,True
1,24,2028-03-23 12:55:00.119891+00:00,2028,0.16211,0.088,2.0,179.32607426128774,2.5,77.22,31054.0,True
1,25,2028-04-22 12:55:00.119891+00:00,2028,0.16746,0.09,2.0,169.42848491096504,2.5,77.92,31754.0,True
1,26,2028-05-22 12:55:00.119891+00:00,2028,0.17281000000000002,0.092,2.0,171.85797124940825,2.5,78.62,32454.0,True
1,27,2028-06-21 12:55:00.119891+00:00,2028,0.17807,0.094,2.0,177.0158638052642,2.5,79.14,33154.0,True
1,28,2028-07-21 12:55:00.119891+00:00,2028,0.183175,0.096,2.0,175.23405410728026,2.5,79.35,33854.0,True
1,29,2028-08-20 12:55:00.119891+00:00,2028,0.18809499999999998,0.098,2.0,173.12336721129242,2.5,79.19,34554.0,True
1,30,2028-09-19 12:55:00.119891+00:00,2028,0.19286,0.1,2.0,165.19722823645742,2.5,78.72,35254.0,True
1,31,2028-10-19 12:55:00.119891+00:00,2028,0.19754,0.10200000000000001,2.0,171.63246874896222,2.5,78.08,35954.0,True
1,32,2028-11-18 12:55:00.119891+00:00,2028,0.20221,0.10400000000000001,2.0,169.34832641487964,2.5,77.42,36654.0,True
1,33,2028-12-18 12:55:00.119891+00:00,2028,0.20698,0.10600000000000001,2.0,167.72284636389898,2.5,76.96,37354.0,True
1,34,2029-01-17 12:55:00.119891+00:00,2029,0.2119,0.10800000000000001,2.0,167.02139360989818,2.5,76.8,38054.0,True
1,35,2029-02-16 12:55:00.119891+00:00,2029,0.21700500000000003,0.11000000000000001,2.0,160.40030038871106,2.5,77.01,38754.0,True
1,36,2029-03-18 12:55:00.119891+00:00,2029,0.222265,0.11200000000000002,2.0,161.60618919821698,2.5,77.53,39454.0,True
1,37,2029-04-17 12:55:00.119891+00:00,2029,0.22761,0.11399999999999999,2.0,164.44017564482292,2.5,78.22,40154.0,True
1,38,2029-05-17 12:55:00.119891+00:00,2029,0.23296,0.11599999999999999,2.0,161.30650004988613,2.5,78.92,40854.0,True
1,39,2029-06-16 12:55:00.119891+00:00,2029,0.23822000000000002,0.118,2.0,160.95235470980694,2.5,79.44,41554.0,True
1,40,2029-07-16 12:55:00.119891+00:00,2029,0.243325,0.12,2.0,156.55323846290045,2.5,79.65,42254.0,True
1,41,2029-08-15 12:55:00.119891+00:00,2029,0.24824500000000002,0.122,2.0,153.41553257696566,2.5,79.49,42954.0,True
1,42,2029-09-14 12:55:00.119891+00:00,2029,0.25301,0.124,2.0,161.34345768096097,2.5,79.02,43654.0,True
1,43,2029-10-14 12:55:00.119891+00:00,2029,0.25769,0.126,2.0,154.78995951978033,2.5,78.38,44354.0,True
1,44,2029-11-13 12:55:00.119891+00:00,2029,0.26236,0.128,2.0,154.93527827791317,2.5,77.72,45054.0,True
1,45,2029-12-13 12:55:00.119891+00:00,2029,0.26713000000000003,0.13,2.0,155.05611973221096,2.5,77.26,45754.0,True
1,46,2030-01-12 12:55:00.119891+00:00,2030,0.27205,0.132,2.0,154.21271881170526,2.5,77.1,46454.0,True
1,47,2030-02-11 12:55:00.119891+00:00,2030,0.27715500000000004,0.134,2.0,150.0,2.5,77.31,47154.0,True
1,48,2030-03-13 12:55:00.119891+00:00,2030,0.28241,0.136,2.0,152.463230497021,2.5,77.82,47854.0,True
1,49,2030-04-12 12:55:00.119891+00:00,2030,0.28776,0.138,2.0,150.0,2.5,78.52,48554.0,True
1,50,2030-05-12 12:55:00.119891+00:00,2030,0.29311000000000004,0.14,2.0,150.0,2.5,79.22,49254.0,True
1,51,2030-06-11 12:55:00.119891+00:00,2030,0.29837,0.14200000000000002,2.0,150.0,2.5,79.74,49954.0,True
1,52,2030-07-11 12:55:00.119891+00:00,2030,0.30347500000000005,0.14400000000000002,2.0,150.0,2.5,79.95,50654.0,True
1,53,2030-08-10 12:55:00.119891+00:00,2030,0.30839500000000003,0.146,2.0,150.0,2.5,79.79,51354.0,True
1,54,2030-09-09 12:55:00.119891+00:00,2030,0.31316000000000005,0.148,2.0,150.0,2.5,79.32,52054.0,True
1,55,2030-10-09 12:55:00.119891+00:00,2030,0.31784000000000007,0.15,2.0,150.0,2.5,78.68,52754.0,True
1,56,2030-11-08 12:55:00.119891+00:00,2030,0.32251500000000005,0.152,2.0,150.0,2.5,78.03,53454.0,True
1,57,2030-12-08 12:55:00.119891+00:00,2030,0.32728000000000007,0.154,2.0,150.0,2.5,77.56,54154.0,True
1,58,2031-01-07 12:55:00.119891+00:00,2031,0.33219999999999994,0.156,2.0,150.0,2.5,77.4,54854.0,True
1,59,2031-02-06 12:55:00.119891+00:00,2031,0.33730499999999997,0.158,2.0,150.0,2.5,77.61,55554.0,True
